Line,,,,,,,,
1,506U, 62070A  ,20122.8837026,-0.0000012,  00000-0,  15322-4 ,0,9998
2,506,52.0038,261.3245 0277086,290.9632,66.1847,13.8516206,389,9075
1,614U, 63025B  ,20123.13227482,0.00008818, -95195-6,  16601-3 ,0,9992
2,614,81.9817,157.2246 0555169,28.4684,334.5675,14.596299,659,498
1,670U, 63038B  ,20123.14636341,0.00000039,  00000-0,  51623-4 ,0,9992
2,670,90.0439,331.6664 0040004,319.0066,40.8077,13.4432968,777,4205
1,671U, 63038C  ,20123.12207981,0.00000045,  00000-0,  61487-4 ,0,9991
2,671,90.0448,331.5739 0038361,279.2051,80.4759,13.4484636,977,4918
1,704U, 63049B  ,20122.90782191,0.00000048, +00000-0, +64423-4 ,0,9992
2,704,89.9018,090.9388 0033073,248.4107,163.4729,13.4684832,477,231
1,705U, 63049C  ,20122.86340596,0.00000047, +00000-0, +60949-4 ,0,9995
2,705,89.9019,090.8707 0032881,208.4091,207.4651,13.473437,977,1367
1,716U, 63054A  ,20122.85088775,-0.00000086,  00000-0,  16189-4 ,0,9991
2,716,58.4971, 14.0210 0016902,252.8165,107.1023,14.6953155,3,7659
1,728U, 64001B  ,20122.86883969,-0.00000004,  00000-0,  35606-4 ,0,9991
2,728,69.9081,338.8692 0014113,337.8682,22.1812,13.9716065,786,7583
1,729U, 64001C  ,20123.16241471,-0.00000029,  00000-0,  18368-4 ,0,9995
2,729,69.9026, 50.0196 0011523,59.119,301.1046,13.9490431,586,5272
1,730U, 64001D  ,20122.92915383,-0.00000019, +00000-0, +25339-4 ,0,9995
2,730,69.9085,039.4725 0012725,15.3314,54.2917,13.9562725,774,8535
1,731U, 64001E  ,20122.85717384,-0.00000049,  00000-0,  32089-5 ,0,9993
2,731,69.9083, 31.7416 0012937,11.6349,348.5052,13.9585007,386,5801
1,734U, 64002B  ,20122.57070595,0.00000003, +00000-0, +20108-4 ,0,9999
2,734,99.1255,297.1714 0014559,180.8513,179.2644,14.2887175,492,9165
1,735U, 64002C  ,20122.87844023,0.00000002, +00000-0, +20486-4 ,0,9996
2,735,99.1292,291.7258 0015744,290.3096,69.6392,14.2782523,92,7415
1,801U, 64026A  ,20122.9580125,0.00000124,  00000-0,  58669-4 ,0,9999
2,801,90.519, 64.0170 0050602,42.4747,318.0339,14.146286,287,77
1,812U, 64031A  ,20123.13638541,-0.00000023,  00000-0,  13615-4 ,0,9990
2,812,99.8119,351.6402 0004901,230.1952,129.8791,14.2385692,289,8348
1,813U, 64031B  ,20122.70784423,-0.00000032, +00000-0, +97430-5 ,0,9992
2,813,99.8231,349.6102 0004845,322.7821,37.3017,14.2305342,689,6630
1,870U, 64051A  ,20122.74412743,0.00000022, +00000-0, +10523-4 ,0,9999
2,870,79.8995,192.0264 0097915,41.0259,319.8208,13.9114998,882,2286
1,876U, 64053A  ,20123.2100862,-0.0000006,  00000-0,  13186-4 ,0,9996
2,876,65.061, 82.1136 0124195,55.1571,306.1136,14.63757,796,1622
1,897U, 64063B  ,20122.82993921,0.0000003, +00000-0, +31472-4 ,0,9997
2,897,90.1681,030.1361 0018708,195.2136,234.2581,13.5344764,474,2588
1,899U, 64064A  ,20123.17925997,0.00000087,  00000-0,  70364-4 ,0,9992
2,899,79.6929, 52.6157 0119798,191.5825,168.2566,13.8212755,179,6272
1,900U, 64063C  ,20122.90655688,0.00000196, +00000-0, +20067-3 ,0,9996
2,900,90.1575,027.6399 0025738,192.2571,298.3694,13.7336451,976,4062
1,902U, 64063E  ,20122.76275178,0.00000001, +00000-0, -11447-4 ,0,9993
2,902,90.1688,030.2581 0016482,239.4649,180.424,13.5268271,255,3775
1,932U, 64076B  ,20123.16078071,0.00000085,  00000-0,  30837-4 ,0,9993
2,932,81.3388,294.2157 1131722,285.4898,62.4189,12.6400844,753,5861
1,959U, 64083C  ,20123.24183925,0.00000041,  00000-0,  40696-4 ,0,9990
2,959,89.9967,187.4431 0043969,65.2715,358.3253,13.6162455,774,6194
1,963U, 64086A  ,20121.98667837,0.00100425, -12002-4, +70452-3 ,0,9995
2,963,19.7107,358.1479 0695172,52.1914,313.9413,14.4604731,118,7803
1,965U, 64083D  ,20122.8484051,0.00000032, +00000-0, +32641-4 ,0,9993
2,965,90.021,193.4927 0039856,341.9243,151.8723,13.5674112,774,326
1,978U, 65004A  ,20122.82033309,-0.0000008, +00000-0, -84008-4 ,0,9998
2,978,96.404,249.0124 1158826,191.3269,165.9504,12.108901,844,809
1  1,208U, 65016E  ,20122.82949142,-0.00000032, +00000-0, +14926-4 ,0,9997
2  1,208,70.0793,267.0827 0019111,153.6379,319.3243,13.9559502,880,7016
1  1,244U, 65016B  ,20122.83728825,-0.00000004,  00000-0,  35507-4 ,0,9998
2  1,244,70.0788,269.8783 0020008,156.7868,203.4146,13.9564899,480,6302
1  1,271U, 65016A  ,20122.83377201,-0.00000035, +00000-0, +12329-4 ,0,9997
2  1,271,70.0801,245.4791 0019182,139.1756,346.665,13.9613246,680,6649
1  1,272U, 65016H  ,20122.86891294,-0.00000032,  00000-0,  15393-4 ,0,9995
2  1,272,70.0795,321.0505 0022430,183.4404,176.6551,13.9421797,580,4981
1  1,291U, 65016D  ,20123.04792135,-0.00000021,  00000-0,  23384-4 ,0,9998
2  1,291,70.0785,310.5856 0021293,183.8581,176.2364,13.9459366,80,5256
1  1,292U, 65016C  ,20122.90395981,0.00000018, +00000-0, +47670-4 ,0,9990
2  1,292,70.0773,076.4420 0018291,28.4801,331.7303,14.0060409,481,1229
1  1,293U, 65016F  ,20122.73047917,0.00000083,  00000-0,  82594-4 ,0,9991
2  1,293,70.0752,214.7769 0020220,264.2409,95.6398,14.0639418,381,7912
1  1,314U, 65027A  ,20122.68549463,0.00000049, +00000-0, +15535-3 ,0,9996
2  1,314,90.2899,313.6986 0030527,7.5985,36.7265,12.9175937,834,2151
1  1,315U, 65027B  ,20122.86637829,0.00000084,  00000-0,  28411-3 ,0,9997
2  1,315,90.2806,323.7393 0029417,282.9471,143.4986,12.9260896,259,8397
1  1,328U, 65032A  ,20123.21195312,-0.0000003,  00000-0,  77228-4 ,0,9996
2  1,328,41.1846,226.9022 0259009,190.2725,169.2666,13.3862532,868,8968
1  1,420U, 65048A  ,20123.13943765,0.00000057,  00000-0,  70031-4 ,0,9993
2  1,420,89.9247,308.4724 0076038,73.5092,62.7688,13.5137194,670,1708
1  1,430U, 65051A  ,20122.97372539,0.00000002,  00000-0,  13911-4 ,0,9998
2  1,430,98.2859,250.0787 0055740,326.4559,33.3105,14.4027646,487,4209
1  1,506U, 65063A  ,20122.92067956,0.00000003, +00000-0, +23466-3 ,0,9990
2  1,506,69.2368,030.8199 0784685,140.0403,299.7576,11.7863301,535,4617
1  1,510U, 65065C  ,20122.77018157,0.00001019,  00000-0,  74844-3 ,0,9993
2  1,510,90.0337, 14.3577 0043038,30.4717,329.8947,13.9469196,272,469
1  1,512U, 65065E  ,20122.83034385,0.00000002,  00000-0, -14903-4 ,0,9996
2  1,512,89.8767,226.6706 0071172,52.313,61.1658,13.3342717,766,1870
1  1,514U, 65065F  ,20122.8829665,0.00000058, +00000-0, +95471-4 ,0,9997
2  1,514,89.8564,244.7177 0069217,342.4813,132.5471,13.3496065,566,2857
1  1,515U, 65065G  ,20122.76355986,0.00000224, +00000-0, +34203-3 ,0,9993
2  1,515,89.9058,222.9413 0056002,288.1036,232.4503,13.4876457,967,8539
1  1,520U, 65065H  ,20122.91115694,0.00000067, +00000-0, +11416-3 ,0,9992
2  1,520,90.0312,128.9710 0068140,294.0387,148.3032,13.3581161,166,3988
1  1,570U, 65070A  ,20122.87176378,-0.00000109, +00000-0, -80379-4 ,0,9998
2  1,570,56.0571,060.7654 0102705,167.7968,256.2258,12.5276329,950,984
1  1,571U, 65070B  ,20123.1268692,-0.00000108,  00000-0, -86664-4 ,0,9999
2  1,571,56.0587,105.5853 0087313,321.1442,108.7638,12.4883356,349,3601
1  1,572U, 65070C  ,20122.3585417,-0.0000009, +00000-0, +30410-4 ,0,9995
2  1,572,56.0566,121.6834 0076950,149.3525,324.3295,12.4509056,648,5605
1  1,573U, 65070D  ,20122.50882851,-0.00000087, +00000-0, +47063-4 ,0,9998
2  1,573,56.0522,162.3830 0067844,347.9525,11.9753,12.4101414,147,7637
1  1,574U, 65070E  ,20122.60610389,-0.00000098, +00000-0, -50513-4 ,0,9992
2  1,574,56.0523,200.4391 0064699,166.2791,344.9497,12.370063,746,9553
1  1,577U, 65065J  ,20122.82868903,0.00000012, +00000-0, +67236-5 ,0,9995
2  1,577,89.9186,218.5012 0067961,294.1054,212.7679,13.3578234,466,3926
1  1,580U, 65072A  ,20122.71416436,0.00000005, +00000-0, +16041-4 ,0,9994
2  1,580,98.4038,339.8039 0234769,172.8393,187.6242,14.2756841,481,3674
1  1,584U, 65073A  ,20123.1735023,-0.00000097,  00000-0,  18687-5 ,0,9990
2  1,584,56.0579, 83.2708 0213972,134.6506,318.3353,12.5187443,949,7751
1  1,585U, 65073B  ,20122.61463403,-0.00000091, +00000-0, +21029-4 ,0,9993
2  1,585,56.0603,177.3517 0200286,264.2162,256.3452,12.4742782,548,6729
1  1,586U, 65073C  ,20122.72694152,-0.00000108, +00000-0, -89803-4 ,0,9997
2  1,586,56.0597,229.1718 0189561,68.8483,78.9685,12.4331413,148,357
1  1,587U, 65073D  ,20122.8325061,-0.00000071, +00000-0, +14739-3 ,0,9990
2  1,587,56.0574,302.6294 0168365,232.7111,125.8339,12.389579,247,1674
1  1,588U, 65073E  ,20123.10670683,-0.00000091,  00000-0,  55709-5 ,0,9994
2  1,588,56.059, 19.4873 0159864,27.3898,115.4442,12.3456333,146,3387
1  1,613U, 65078A  ,20122.66639553,0.00001321, +00000-0, +10106-3 ,0,9995
2  1,613,144.2345,057.0134 1225178,18.9608,345.3024,12.788573,442,6361
1  1,641U, 65082C  ,20122.86148493,0.0000008, +00000-0, +11335-4 ,0,9998
2  1,641,32.2973,291.4534 0019208,190.962,169.0608,14.5323849,689,1581
1  1,726U, 65089A  ,20123.13930963,-0.00000072,  00000-0,  99263-5 ,0,9990
2  1,726,59.3852, 17.6204 0713997,197.9718,318.8035,11.97046,138,2211
1  1,738U, 65093A  ,20122.80011577,-0.00000098, +00000-0, +16789-4 ,0,9991
2  1,738,59.7076,283.9639 0137174,146.341,214.6434,14.4021863,683,4045
1  1,778U, 65096A  ,20122.7288221,0.00000091, +00000-0, +21311-4 ,0,9998
2  1,778,34.2606,230.6646 0752196,273.7304,77.7721,13.4694277,666,2755
1  1,804U, 65098A  ,20123.19654422,0.00000147,  00000-0,  41285-4 ,0,9998
2  1,804,79.8062, 13.9593 1343048,74.8578,299.6772,12.2541701,740,4627
1  1,806U, 65098B  ,20122.71356187,-0.00000757, +00000-0, -26675-3 ,0,9998
2  1,806,79.8149,026.4000 1436799,189.9044,167.0633,12.0563016,737,8859
1  1,814U, 65101A  ,20122.81055937,0.00000082,  00000-0,  17741-4 ,0,9996
2  1,814,75.8685,231.5910 0005810,226.5943,133.4753,14.6663907,274,8763
1  1,864U, 65109A  ,20123.00624425,0.0000009,  00000-0,  72550-4 ,0,9993
2  1,864,89.0619, 95.7290 0111798,153.654,207.0373,13.7822207,672,8318
1  1,952U, 66005A  ,20123.10593269,0.00000092,  00000-0,  83864-4 ,0,9991
2  1,952,90.2119,310.3162 0218265,206.0536,152.9511,13.6720766,170,823
1  1,982U, 66008A  ,20122.99876844,0.00000008,  00000-0,  13233-4 ,0,9996
2  1,982,97.8525,269.9961 0082222,155.5621,204.9505,14.4692006,585,5078
1  2,016U, 66013A  ,20123.12313703,0.00000036,  00000-0,  26911-5 ,0,9996
2  2,16,34.1006, 39.0916 1187754,250.6935,96.1672,12.5983006,345,7280
1  2,091U, 66016A  ,20122.77725708,-0.00000036, +00000-0, +35560-4 ,0,9994
2  2,91,101.201,054.9165 0039106,117.1021,297.8145,12.6938189,550,9733
1  2,119U, 66024A  ,20122.71674913,0.00000058, +00000-0, +47534-4 ,0,9996
2  2,119,89.7128,169.2239 0144848,315.1853,43.7685,13.7456028,670,7747
1  2,121U, 66025A  ,20122.37686212,0.00000271,  00000-0,  51246-5 ,0,9990
2  2,121,144.5051,279.1099 0083942,237.9419,121.3079,13.869243,274,716
1  2,122U, 66025B  ,20122.25752124,0.00000297,  00000-0,  49576-4 ,0,9994
2  2,122,144.6336,235.3243 0048071,276.2532,83.2666,13.6585532,969,9490
1  2,125U, 66026A  ,20122.67267543,0.00000034, +00000-0, +16316-4 ,0,9995
2  2,125,98.0827,339.3666 0156496,39.7955,321.4599,14.5671551,283,3487
1  2,142U, 66031A  ,20122.83039585,-0.00000018,  00000-0,  32033-6 ,0,9990
2  2,142,35.0466,310.7439 0006746,38.3761,321.7406,14.3388952,983,144
1  2,150U, 66034A  ,20123.11025652,0.00001385,  00000-0,  86235-4 ,0,9992
2  2,150,82.388,182.7918 1625017,321.3877,28.1192,12.0980453,112,7004
1  2,173U, 66040A  ,20122.93050884,-0.00000057, +00000-0, -20892-4 ,0,9992
2  2,173,100.4094,250.5532 0056015,136.5228,330.9545,13.3356192,862,5406
1  2,176U, 66041A  ,20122.76074073,0.00000107, +00000-0, +60886-4 ,0,9994
2  2,176,90.1678,033.7517 0076067,342.3791,17.4753,14.029735,175,3622
1  2,389U, 66070A  ,20122.87094672,0.00001049, +00000-0, +58866-4 ,0,9992
2  2,389,81.3917,040.6167 1231061,282.1029,64.5057,12.9440661,630,5403
1  2,401U, 66076A  ,20122.64243744,0.00000072, +00000-0, +89635-4 ,0,9997
2  2,401,88.8503,324.4757 0031478,320.5572,104.483,13.5336642,264,8407
1  2,418U, 66082A  ,20123.15907533,0.0000002,  00000-0,  18714-4 ,0,9995
2  2,418,98.1912,322.2541 0118332,324.2136,35.1166,14.4175621,881,498
1  2,435U, 66087A  ,20122.87261565,-0.00000033, +00000-0, +42537-4 ,0,9990
2  2,435,100.9179,141.2099 0063941,196.2648,218.342,12.5684261,845,7939
1  2,657U, 67006A  ,20122.85592744,-0.00000054, +00000-0, -28487-4 ,0,9994
2  2,657,101.955,196.0085 0073083,358.3436,111.458,12.6984588,746,8551
1  2,669U, 67010A  ,20123.19942785,-0.00000015,  00000-0,  12553-4 ,0,9997
2  2,669,98.9372, 29.1560 0049996,11.4215,348.8087,14.270392,176,5664
1  2,674U, 67011A  ,20123.12227875,0.00000123,  00000-0,  35984-4 ,0,9995
2  2,674,39.927, 31.2276 0267756,251.3214,105.8322,14.5499618,576,2292
1  2,680U, 67014A  ,20122.87768787,-0.00000001, +00000-0, +27482-4 ,0,9998
2  2,680,39.4461,301.6008 0720162,283.2217,68.92,13.3808963,257,5933
1  2,754U, 67034A  ,20122.72048264,0.00000031, +00000-0, +31160-4 ,0,9997
2  2,754,90.2137,347.2679 0018413,205.2142,196.0259,13.5680247,662,2850
1  2,757U, 67036A  ,20122.89955869,-0.00000048, +00000-0, -23105-5 ,0,9999
2  2,757,101.7879,211.2235 0042750,345.9295,123.3601,12.6850113,45,5295
1  2,801U, 67045A  ,20122.73240016,-0.00000026, +00000-0, +39049-6 ,0,9993
2  2,801,74.0411,216.5725 0058401,253.3484,106.1252,14.3659762,477,5143
1  2,807U, 67048A  ,20122.85755192,0.0000005,  00000-0,  62190-4 ,0,9998
2  2,807,89.6311, 64.6808 0018196,287.7961,124.5485,13.5022978,360,6465
1  2,826U, 67053A  ,20122.89321502,0.00000493, +00000-0, +14602-3 ,0,9998
2  2,826,69.9275,307.9237 0005557,347.0966,13.0024,14.4905156,974,191
1  2,828U, 67053C  ,20122.67018771,-0.00000023,  00000-0,  21435-4 ,0,9990
2  2,828,69.9711,186.3616 0009218,214.5159,145.535,13.9744912,269,6043
1  2,834U, 67053D  ,20122.85010926,-0.00000042,  00000-0,  81033-5 ,0,9993
2  2,834,69.9733,241.9238 0009763,239.5646,120.4495,13.9581991,569,4493
1  2,847U, 67053E  ,20123.10682298,-0.00000022,  00000-0,  21176-4 ,0,9992
2  2,847,69.9674,  7.4526 0004551,127.9104,232.2416,14.0176908,370,597
1  2,872U, 67053F  ,20122.44283565,0.00000003,  00000-0,  38982-4 ,0,9991
2  2,872,69.9721,135.4433 0006192,177.8092,182.3043,13.9881676,669,7626
1  2,873U, 67053G  ,20123.19398263,-0.00000028,  00000-0,  18279-4 ,0,9992
2  2,873,69.9733,174.9487 0008652,204.0111,211.2449,13.9784101,569,6495
1  2,874U, 67053H  ,20122.78368507,-0.00000016,  00000-0,  27036-4 ,0,9993
2  2,874,69.9745,228.6135 0009448,232.1551,127.8701,13.9634736,469,4892
1  2,909U, 67053J  ,20123.15812782,0.00000677,  00000-0,  14928-3 ,0,9990
2  2,909,69.9479,332.9090 0002446,49.2229,310.9123,14.6170946,575,617
1  2,920U, 67080A  ,20122.68436705,-0.00000027,  00000-0,  90272-5 ,0,9995
2  2,920,98.8951,347.6633 0037203,264.8306,94.862,14.1473596,171,6713
1  2,965U, 67092A  ,20122.75713088,0.00000021, +00000-0, +14009-4 ,0,9993
2  2,965,89.2754,181.5702 0049921,70.7609,47.3651,13.5294366,659,3612
1  2,980U, 67096A  ,20123.03917266,0.00000025,  00000-0,  17353-4 ,0,9999
2  2,980,99.2212,277.7113 0099612,53.3737,307.657,14.5936565,678,1496
1  3,035U, 67114A  ,20122.68856887,-0.00000054, +00000-0, -41805-4 ,0,9996
2  3,35,102.221,153.3481 0048917,60.8461,84.4709,12.5421999,340,2092
1  3,047U, 67116A  ,20123.03596136,0.00000038,  00000-0,  15439-4 ,0,9993
2  3,47,74.0109,305.4912 0009317,298.1096,61.9125,14.5563556,77,3412
1  3,081U, 67127A  ,20123.11595265,-0.00000081,  00000-0,  68209-5 ,0,9997
2  3,81,65.1449, 14.1633 0030469,205.6103,154.3456,13.9322033,866,2398
1  3,093U, 68002A  ,20122.91065215,-0.00000055, +00000-0, +65395-4 ,0,9990
2  3,93,105.7955,164.6163 0318605,136.8399,302.2462,12.8353659,145,290
1  3,129U, 68011A  ,20122.74503227,0.00000067, +00000-0, +21983-3 ,0,9997
2  3,129,74.053,214.9609 0011862,147.3062,323.8881,13.1822491,451,1137
1  3,133U, 68012A  ,20123.06679311,0.00000058,  00000-0,  74666-4 ,0,9994
2  3,133,89.9816,272.1141 0075145,350.8296,142.7572,13.51068,656,8766
1  3,158U, 68023A  ,20122.86993927,-0.00000062,  00000-0,  19169-4 ,0,9995
2  3,158,65.3313,290.3081 0024538,66.2774,294.0867,13.97734,365,8728
1  3,229U, 68040A  ,20122.85860665,0.00000044,  00000-0,  11327-4 ,0,9991
2  3,229,74.0268,255.0133 0037110,14.436,345.7865,14.7615992,978,1034
1  3,266U, 68042A  ,20123.1158091,-0.00000027,  00000-0,  86120-5 ,0,9992
2  3,266,98.7958,346.9490 0052085,229.54,130.1226,14.1527823,659,7063
1  3,338U, 68066B  ,20123.09282158,0.00000011,  00000-0,  51810-5 ,0,9998
2  3,338,80.6648,356.4323 1131791,199.0632,156.4617,12.2287557,830,4835
1  3,345U, 68069A  ,20122.89514056,-0.00000029, +00000-0, +85991-4 ,0,9997
2  3,345,101.3789,141.7171 0026466,218.9909,212.4002,12.5297549,636,4778
1  3,504U, 68091A  ,20123.16968674,-0.00000109,  00000-0,  26694-5 ,0,9994
2  3,504,62.3572, 83.1763 0985047,283.2276,66.0795,12.9574643,243,115
1  3,510U, 68092A  ,20123.05400614,0.00000009,  00000-0,  20294-4 ,0,9992
2  3,510,98.2853,292.8126 0031323,66.6305,293.8166,14.2719313,167,8484
1  3,530U, 68097A  ,20122.71014915,-0.00000099, +00000-0, +31458-5 ,0,9991
2  3,530,62.3311,243.1968 0980387,315.4049,37.1963,12.874658,441,7829
1  3,576U, 68106A  ,20122.72545476,0.0000015,  00000-0,  44073-3 ,0,9996
2  3,576,74.0498,204.7455 0034359,297.1131,222.8405,13.1680827,547,1567
1  3,597U, 68110A  ,20122.86172638,0.00000024, +00000-0, +11892-4 ,0,9999
2  3,597,34.9945,302.4389 0005781,352.1097,7.9501,14.4585187,470,9451
1  3,605U, 68112B  ,20123.11462213,0.00000023,  00000-0,  96499-4 ,0,9996
2  3,605,80.3596,159.7220 0057000,184.903,188.6417,12.6045785,536,2605
1  3,615U, 68114A  ,20122.8690944,-0.00000021, +00000-0, +13158-3 ,0,9997
2  3,615,101.3741,090.7902 0032019,19.1638,341.0634,12.5620628,35,5628
1  3,669U, 69009A  ,20122.87366361,0.00000073, +00000-0, +35351-4 ,0,9996
2  3,669,88.441,031.6945 1712619,80.5554,298.4128,11.2948427,10,7126
1  3,673U, 69010B  ,20122.77992312,0.00000032,  00000-0,  14195-3 ,0,9990
2  3,673,80.3958,218.6880 0026489,178.6016,297.0667,12.6339849,936,1321
1  3,764U, 69016A  ,20122.77511257,-0.00000048, +00000-0, -30538-4 ,0,9991
2  3,764,101.6268,177.9737 0051371,128.1125,7.6298,12.4983669,770,8309
1  3,818U, 69024A  ,20122.88534271,0.00000134,  00000-0,  39311-3 ,0,9994
2  3,818,73.9941, 27.8538 0019744,285.481,146.1278,13.1788012,945,9569
1  3,890U, 69037A  ,20123.18888758,-0.00000042,  00000-0,  39863-5 ,0,9997
2  3,890,99.908, 31.5540 0039831,19.6427,138.5464,13.4253363,50,1050
1  3,891U, 69037B  ,20122.69883972,-0.00000046, +00000-0, -22832-5 ,0,9999
2  3,891,99.8883,028.8667 0039082,320.5257,92.4844,13.4286471,350,1434
1  4,047U, 69062A  ,20123.20346649,-0.00000007,  00000-0,  14928-4 ,0,9996
2  4,47,98.7342,342.9436 0044182,341.2499,18.7053,14.2866667,464,2288
1  4,070U, 69070A  ,20123.23687603,0.00000008,  00000-0,  87120-5 ,0,9997
2  4,70,74.0493,211.3140 0010035,10.9069,349.2309,14.5359116,68,1433
1  4,132U, 69082K  ,20122.85089771,0.00000206, +00000-0, +11286-3 ,0,9996
2  4,132,69.9955,269.3098 0009890,312.0847,47.9432,14.2473112,260,1725
1  4,138U, 69091A  ,20123.05721247,-0.00000027,  00000-0, -37036-7 ,0,9994
2  4,138,74.0391, 85.6843 0014132,284.9,75.0593,14.4601754,766,4790
1  4,166U, 69082J  ,20123.12807341,0.00002494,  00000-0,  21875-3 ,0,9991
2  4,166,69.9627,115.6658 0002984,226.0428,134.0485,14.9797548,564,5152
1  4,168U, 69082H  ,20123.15119544,-0.00000034,  00000-0,  13481-4 ,0,9991
2  4,168,70.0145,194.7787 0019462,169.2983,190.854,13.9554548,657,6017
1  4,221U, 69097A  ,20122.87702607,0.0000378,  00000-0,  17652-3 ,0,9996
2  4,221,102.708,118.7616 0616679,11.009,350.3891,14.2815508,939,8759
1  4,237U, 69082E  ,20122.65262021,-0.00000025,  00000-0,  20367-4 ,0,9992
2  4,237,70.0154,201.4609 0020226,173.7549,291.7813,13.9551437,157,4618
1  4,247U, 69082F  ,20122.77692531,-0.00000071,  00000-0, -13163-4 ,0,9997
2  4,247,70.0151,199.7495 0020131,172.3758,326.4771,13.9550937,757,4664
1  4,254U, 69103A  ,20122.86967771,-0.00000007,  00000-0,  29551-4 ,0,9996
2  4,254,74.0209,256.2601 0023339,220.8454,254.3011,13.2712647,344,3256
1  4,256U, 69082B  ,20123.17343474,0.00000004,  00000-0,  39798-4 ,0,9997
2  4,256,70.0093, 86.3842 0017120,116.9116,243.3742,13.983564,557,7676
1  4,257U, 69082C  ,20122.61505567,-0.00000034, +00000-0, +13634-4 ,0,9994
2  4,257,70.0149,192.0857 0019966,167.7823,297.6076,13.9585125,757,4388
1  4,259U, 69082D  ,20122.75457451,-0.00000036, +00000-0, +12761-4 ,0,9991
2  4,259,70.0158,226.4854 0021097,188.2131,283.9917,13.9475299,466,9853
1  4,295U, 69082G  ,20122.75822119,-0.00000051,  00000-0,  15852-5 ,0,9990
2  4,295,70.0129,204.4653 0020898,187.8529,172.2252,13.9517758,157,3779
1  4,320U, 70008A  ,20122.85603939,-0.00000052, +00000-0, -48994-4 ,0,9991
2  4,320,101.6899,192.3112 0028092,336.5405,137.8287,12.5205808,349,3849
1  4,321U, 70008B  ,20123.14716111,-0.00000061,  00000-0, -10534-3 ,0,9990
2  4,321,101.5976,185.4759 0027321,304.465,109.9363,12.5216349,829,7906
1  4,327U, 70009A  ,20122.79454578,-0.00000043, +00000-0, -31928-5 ,0,9995
2  4,327,99.1984,172.8411 0004141,232.657,243.7081,13.5849334,449,9
1  4,331U, 70012A  ,20122.8195097,-0.00000009,  00000-0,  13323-4 ,0,9993
2  4,331,98.8341,208.4726 0059473,43.0338,317.5473,14.3275357,61,7139
